instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr,is_holiday,is_weekday
9778,2012-02-17,1,1,2,0,5,1,2,0.26,0.303,1.0,0.0,4,516,520,8.0,Weekday,holiday
9779,2012-02-17,1,1,2,0,5,1,2,0.26,0.303,1.0,0.0,8,275,283,9.0,Weekday,holiday
9780,2012-02-17,1,1,2,0,5,1,1,0.34,0.3182,0.71,0.2836,13,103,116,10.0,Weekday,holiday
9781,2012-02-17,1,1,2,0,5,1,1,0.36,0.3333,0.62,0.4179,9,133,142,11.0,Weekday,holiday
9782,2012-02-17,1,1,2,0,5,1,1,0.38,0.3939,0.46,0.3881,21,177,198,12.0,Weekday,holiday
9783,2012-02-17,1,1,2,0,5,1,1,0.4,0.4091,0.43,0.3582,34,171,205,13.0,Weekday,holiday
9784,2012-02-17,1,1,2,0,5,1,1,0.4,0.4091,0.37,0.3582,33,137,170,14.0,Weekday,holiday
9785,2012-02-17,1,1,2,0,5,1,1,0.42,0.4242,0.35,0.4179,41,180,221,15.0,Weekday,holiday
9786,2012-02-17,1,1,2,0,5,1,1,0.42,0.4242,0.32,0.2985,56,251,307,16.0,Weekday,holiday
9787,2012-02-17,1,1,2,0,5,1,1,0.42,0.4242,0.32,0.3284,36,429,465,17.0,Weekday,holiday
9788,2012-02-17,1,1,2,0,5,1,1,0.4,0.4091,0.35,0.2537,15,362,377,18.0,Weekday,holiday
9789,2012-02-17,1,1,2,0,5,1,1,0.38,0.3939,0.37,0.2239,16,266,282,19.0,Weekday,holiday
9790,2012-02-17,1,1,2,0,5,1,1,0.4,0.4091,0.35,0.194,13,158,171,20.0,Weekday,holiday
9791,2012-02-17,1,1,2,0,5,1,1,0.38,0.3939,0.37,0.194,15,114,129,21.0,Weekday,holiday
9792,2012-02-17,1,1,2,0,5,1,1,0.36,0.3485,0.4,0.2239,15,92,107,22.0,Weekday,holiday
9793,2012-02-17,1,1,2,0,5,1,1,0.36,0.3485,0.4,0.194,10,72,82,23.0,Weekday,holiday
9794,2012-02-18,1,1,2,0,6,0,1,0.34,0.3333,0.42,0.1642,5,81,86,0.0,Weekday,holiday
9795,2012-02-18,1,1,2,0,6,0,1,0.32,0.3182,0.49,0.1642,7,38,45,1.0,Weekday,holiday
9796,2012-02-18,1,1,2,0,6,0,1,0.3,0.2879,0.61,0.2537,6,39,45,2.0,Weekday,holiday
9797,2012-02-18,1,1,2,0,6,0,1,0.28,0.2879,0.65,0.1045,3,15,18,3.0,Weekday,holiday
9798,2012-02-18,1,1,2,0,6,0,1,0.26,0.303,0.7,0.0,3,4,7,4.0,Weekday,holiday
9799,2012-02-18,1,1,2,0,6,0,1,0.24,0.2576,0.7,0.0896,0,1,1,5.0,Weekday,holiday
9800,2012-02-18,1,1,2,0,6,0,1,0.24,0.2879,0.7,0.0,1,8,9,6.0,Weekday,holiday
9801,2012-02-18,1,1,2,0,6,0,1,0.24,0.2879,0.7,0.0,8,33,41,7.0,Weekday,holiday
9802,2012-02-18,1,1,2,0,6,0,1,0.22,0.2727,0.87,0.0,10,92,102,8.0,Weekday,holiday
9803,2012-02-18,1,1,2,0,6,0,1,0.22,0.2424,0.8,0.1045,22,116,138,9.0,Weekday,holiday
9804,2012-02-18,1,1,2,0,6,0,1,0.26,0.2727,0.81,0.1045,48,157,205,10.0,Weekday,holiday
9805,2012-02-18,1,1,2,0,6,0,1,0.32,0.3333,0.57,0.1343,102,184,286,11.0,Weekday,holiday
9806,2012-02-18,1,1,2,0,6,0,1,0.36,0.3485,0.43,0.194,128,241,369,12.0,Weekday,holiday
9807,2012-02-18,1,1,2,0,6,0,1,0.4,0.4091,0.43,0.2836,165,219,384,13.0,Weekday,holiday
9808,2012-02-18,1,1,2,0,6,0,1,0.44,0.4394,0.35,0.3582,183,244,427,14.0,Weekday,holiday
9809,2012-02-18,1,1,2,0,6,0,1,0.42,0.4242,0.41,0.2537,229,270,499,15.0,Weekday,holiday
9810,2012-02-18,1,1,2,0,6,0,1,0.44,0.4394,0.44,0.3284,186,218,404,16.0,Weekday,holiday
9811,2012-02-18,1,1,2,0,6,0,1,0.48,0.4697,0.36,0.2836,142,222,364,17.0,Weekday,holiday
9812,2012-02-18,1,1,2,0,6,0,1,0.46,0.4545,0.38,0.2985,70,176,246,18.0,Weekday,holiday
9813,2012-02-18,1,1,2,0,6,0,1,0.44,0.4394,0.44,0.1642,38,150,188,19.0,Weekday,holiday
9814,2012-02-18,1,1,2,0,6,0,1,0.44,0.4394,0.44,0.1642,25,123,148,20.0,Weekday,holiday
9815,2012-02-18,1,1,2,0,6,0,1,0.44,0.4394,0.33,0.2985,25,89,114,21.0,Weekday,holiday
9816,2012-02-18,1,1,2,0,6,0,1,0.4,0.4091,0.4,0.4478,17,101,118,22.0,Weekday,holiday
9817,2012-02-18,1,1,2,0,6,0,2,0.36,0.3333,0.4,0.3881,12,62,74,23.0,Weekday,holiday
9818,2012-02-19,1,1,2,0,0,0,2,0.34,0.303,0.39,0.3582,9,65,74,0.0,Weekday,holiday
9819,2012-02-19,1,1,2,0,0,0,2,0.32,0.303,0.39,0.2537,10,62,72,1.0,Weekday,holiday
9820,2012-02-19,1,1,2,0,0,0,2,0.3,0.2879,0.36,0.2836,3,45,48,2.0,Weekday,holiday
9821,2012-02-19,1,1,2,0,0,0,2,0.3,0.2879,0.36,0.2239,3,12,15,3.0,Weekday,holiday
9822,2012-02-19,1,1,2,0,0,0,2,0.28,0.2576,0.41,0.3881,0,3,3,4.0,Weekday,holiday
9823,2012-02-19,1,1,2,0,0,0,2,0.26,0.2273,0.48,0.2985,1,1,2,5.0,Weekday,holiday
9824,2012-02-19,1,1,2,0,0,0,1,0.24,0.2121,0.52,0.3284,0,5,5,6.0,Weekday,holiday
9825,2012-02-19,1,1,2,0,0,0,2,0.24,0.2121,0.52,0.2836,2,12,14,7.0,Weekday,holiday
9826,2012-02-19,1,1,2,0,0,0,2,0.24,0.2273,0.56,0.194,8,48,56,8.0,Weekday,holiday
9827,2012-02-19,1,1,2,0,0,0,2,0.24,0.2273,0.56,0.2537,20,73,93,9.0,Weekday,holiday
9828,2012-02-19,1,1,2,0,0,0,2,0.26,0.2424,0.52,0.2537,49,142,191,10.0,Weekday,holiday
9829,2012-02-19,1,1,2,0,0,0,2,0.26,0.2273,0.56,0.3284,82,144,226,11.0,Weekday,holiday
9830,2012-02-19,1,1,2,0,0,0,2,0.28,0.2727,0.52,0.2537,71,184,255,12.0,Weekday,holiday
9831,2012-02-19,1,1,2,0,0,0,1,0.3,0.303,0.49,0.1642,64,197,261,13.0,Weekday,holiday
9832,2012-02-19,1,1,2,0,0,0,2,0.32,0.3182,0.45,0.194,48,189,237,14.0,Weekday,holiday
9833,2012-02-19,1,1,2,0,0,0,2,0.3,0.2879,0.49,0.194,85,168,253,15.0,Weekday,holiday
9834,2012-02-19,1,1,2,0,0,0,2,0.32,0.303,0.45,0.2836,62,150,212,16.0,Weekday,holiday
9835,2012-02-19,1,1,2,0,0,0,2,0.3,0.2879,0.49,0.2537,22,135,157,17.0,Weekday,holiday
9836,2012-02-19,1,1,2,0,0,0,2,0.3,0.2727,0.49,0.3284,23,144,167,18.0,Weekday,holiday
9837,2012-02-19,1,1,2,0,0,0,2,0.3,0.2879,0.52,0.2537,18,101,119,19.0,Weekday,holiday
9838,2012-02-19,1,1,2,0,0,0,2,0.3,0.2879,0.52,0.2836,22,81,103,20.0,Weekday,holiday
9839,2012-02-19,1,1,2,0,0,0,3,0.26,0.2576,0.65,0.1642,3,33,36,21.0,Weekday,holiday
9840,2012-02-19,1,1,2,0,0,0,3,0.24,0.2576,0.75,0.0896,8,47,55,22.0,Weekday,holiday
9841,2012-02-19,1,1,2,0,0,0,2,0.22,0.2273,0.93,0.1642,5,30,35,23.0,Weekday,holiday
9842,2012-02-20,1,1,2,1,1,0,2,0.24,0.2576,0.87,0.0896,5,36,41,0.0,Holiday,weekday
9843,2012-02-20,1,1,2,1,1,0,2,0.24,0.2576,0.87,0.0896,3,12,15,1.0,Holiday,weekday
9844,2012-02-20,1,1,2,1,1,0,2,0.24,0.2576,0.87,0.0896,1,19,20,2.0,Holiday,weekday
9845,2012-02-20,1,1,2,1,1,0,2,0.24,0.2273,0.81,0.194,0,8,8,3.0,Holiday,weekday
9846,2012-02-20,1,1,2,1,1,0,2,0.24,0.2121,0.6,0.3582,0,6,6,5.0,Holiday,weekday
9847,2012-02-20,1,1,2,1,1,0,1,0.24,0.197,0.52,0.4179,1,9,10,6.0,Holiday,weekday
9848,2012-02-20,1,1,2,1,1,0,2,0.22,0.197,0.55,0.3284,2,42,44,7.0,Holiday,weekday
9849,2012-02-20,1,1,2,1,1,0,1,0.2,0.1818,0.59,0.3582,9,111,120,8.0,Holiday,weekday
9850,2012-02-20,1,1,2,1,1,0,1,0.2,0.1818,0.59,0.3582,12,98,110,9.0,Holiday,weekday
9851,2012-02-20,1,1,2,1,1,0,1,0.22,0.197,0.55,0.4478,30,113,143,10.0,Holiday,weekday
9852,2012-02-20,1,1,2,1,1,0,1,0.26,0.2273,0.48,0.3582,45,163,208,11.0,Holiday,weekday
9853,2012-02-20,1,1,2,1,1,0,1,0.28,0.2727,0.45,0.2239,65,216,281,12.0,Holiday,weekday
9854,2012-02-20,1,1,2,1,1,0,1,0.3,0.2879,0.42,0.2836,66,246,312,13.0,Holiday,weekday
9855,2012-02-20,1,1,2,1,1,0,1,0.32,0.3182,0.36,0.194,57,206,263,14.0,Holiday,weekday
9856,2012-02-20,1,1,2,1,1,0,1,0.34,0.3182,0.34,0.2239,54,235,289,15.0,Holiday,weekday
9857,2012-02-20,1,1,2,1,1,0,1,0.36,0.3788,0.29,0.1045,64,216,280,16.0,Holiday,weekday
9858,2012-02-20,1,1,2,1,1,0,1,0.38,0.3939,0.27,0.2537,27,226,253,17.0,Holiday,weekday
9859,2012-02-20,1,1,2,1,1,0,1,0.34,0.3182,0.34,0.2239,27,215,242,18.0,Holiday,weekday
9860,2012-02-20,1,1,2,1,1,0,1,0.34,0.3182,0.34,0.2239,8,164,172,19.0,Holiday,weekday
9861,2012-02-20,1,1,2,1,1,0,1,0.34,0.3333,0.34,0.194,9,117,126,20.0,Holiday,weekday
9862,2012-02-20,1,1,2,1,1,0,1,0.3,0.303,0.39,0.1642,8,90,98,21.0,Holiday,weekday
9863,2012-02-20,1,1,2,1,1,0,1,0.3,0.3182,0.45,0.0896,9,53,62,22.0,Holiday,weekday
9864,2012-02-20,1,1,2,1,1,0,1,0.3,0.3333,0.39,0.0,0,26,26,23.0,Holiday,weekday
9865,2012-02-21,1,1,2,0,2,1,1,0.26,0.303,0.65,0.0,1,11,12,0.0,Weekday,holiday
9866,2012-02-21,1,1,2,0,2,1,1,0.26,0.303,0.56,0.0,0,7,7,1.0,Weekday,holiday
9867,2012-02-21,1,1,2,0,2,1,1,0.24,0.2879,0.6,0.0,0,3,3,2.0,Weekday,holiday
9868,2012-02-21,1,1,2,0,2,1,1,0.22,0.2727,0.64,0.0,0,2,2,4.0,Weekday,holiday
9869,2012-02-21,1,1,2,0,2,1,1,0.2,0.2576,0.69,0.0,0,15,15,5.0,Weekday,holiday
9870,2012-02-21,1,1,2,0,2,1,1,0.2,0.2576,0.75,0.0,3,83,86,6.0,Weekday,holiday
9871,2012-02-21,1,1,2,0,2,1,1,0.22,0.2727,0.64,0.0,6,273,279,7.0,Weekday,holiday
9872,2012-02-21,1,1,2,0,2,1,1,0.2,0.2273,0.69,0.0896,5,459,464,8.0,Weekday,holiday
9873,2012-02-21,1,1,2,0,2,1,1,0.2,0.2273,0.75,0.1045,6,211,217,9.0,Weekday,holiday
9874,2012-02-21,1,1,2,0,2,1,1,0.24,0.2273,0.7,0.194,8,77,85,10.0,Weekday,holiday
9875,2012-02-21,1,1,2,0,2,1,2,0.26,0.2424,0.7,0.2836,5,81,86,11.0,Weekday,holiday
9876,2012-02-21,1,1,2,0,2,1,2,0.3,0.2727,0.56,0.3881,16,147,163,12.0,Weekday,holiday
9877,2012-02-21,1,1,2,0,2,1,1,0.34,0.303,0.49,0.4179,8,123,131,13.0,Weekday,holiday
9878,2012-02-21,1,1,2,0,2,1,2,0.32,0.2879,0.53,0.3881,16,108,124,14.0,Weekday,holiday
9879,2012-02-21,1,1,2,0,2,1,1,0.34,0.303,0.49,0.4179,23,137,160,15.0,Weekday,holiday
9880,2012-02-21,1,1,2,0,2,1,1,0.36,0.3333,0.46,0.4179,14,240,254,16.0,Weekday,holiday
9881,2012-02-21,1,1,2,0,2,1,1,0.38,0.3939,0.4,0.4478,21,411,432,17.0,Weekday,holiday
9882,2012-02-21,1,1,2,0,2,1,1,0.38,0.3939,0.4,0.4478,11,414,425,18.0,Weekday,holiday
9883,2012-02-21,1,1,2,0,2,1,1,0.36,0.3333,0.46,0.2985,5,299,304,19.0,Weekday,holiday
9884,2012-02-21,1,1,2,0,2,1,1,0.34,0.3182,0.53,0.2537,4,223,227,20.0,Weekday,holiday
9885,2012-02-21,1,1,2,0,2,1,1,0.34,0.3333,0.61,0.1642,7,147,154,21.0,Weekday,holiday
9886,2012-02-21,1,1,2,0,2,1,2,0.34,0.3333,0.71,0.194,3,97,100,22.0,Weekday,holiday
9887,2012-02-21,1,1,2,0,2,1,1,0.32,0.303,0.66,0.2239,1,46,47,23.0,Weekday,holiday
9888,2012-02-22,1,1,2,0,3,1,1,0.32,0.303,0.66,0.2239,5,19,24,0.0,Weekday,holiday
9889,2012-02-22,1,1,2,0,3,1,1,0.32,0.3333,0.7,0.1343,3,4,7,1.0,Weekday,holiday
9890,2012-02-22,1,1,2,0,3,1,1,0.34,0.3182,0.66,0.2836,1,5,6,2.0,Weekday,holiday
9891,2012-02-22,1,1,2,0,3,1,2,0.34,0.3182,0.71,0.2239,1,3,4,3.0,Weekday,holiday
9892,2012-02-22,1,1,2,0,3,1,1,0.34,0.3333,0.71,0.1642,0,2,2,4.0,Weekday,holiday
9893,2012-02-22,1,1,2,0,3,1,1,0.32,0.3333,0.7,0.1045,1,29,30,5.0,Weekday,holiday
9894,2012-02-22,1,1,2,0,3,1,1,0.32,0.3182,0.76,0.1642,5,85,90,6.0,Weekday,holiday
9895,2012-02-22,1,1,2,0,3,1,1,0.32,0.3333,0.76,0.0896,10,292,302,7.0,Weekday,holiday
9896,2012-02-22,1,1,2,0,3,1,1,0.3,0.3182,0.75,0.0896,9,567,576,8.0,Weekday,holiday
9897,2012-02-22,1,1,2,0,3,1,1,0.32,0.3333,0.7,0.0896,11,241,252,9.0,Weekday,holiday
9898,2012-02-22,1,1,2,0,3,1,1,0.34,0.3485,0.71,0.0896,17,122,139,10.0,Weekday,holiday
9899,2012-02-22,1,1,2,0,3,1,1,0.36,0.3485,0.66,0.1642,22,149,171,11.0,Weekday,holiday
9900,2012-02-22,1,1,2,0,3,1,1,0.4,0.4091,0.62,0.2836,21,186,207,12.0,Weekday,holiday
9901,2012-02-22,1,1,2,0,3,1,1,0.42,0.4242,0.54,0.2985,15,175,190,13.0,Weekday,holiday
9902,2012-02-22,1,1,2,0,3,1,1,0.44,0.4394,0.54,0.3284,35,142,177,14.0,Weekday,holiday
9903,2012-02-22,1,1,2,0,3,1,1,0.5,0.4848,0.31,0.4179,34,161,195,15.0,Weekday,holiday
9904,2012-02-22,1,1,2,0,3,1,1,0.52,0.5,0.29,0.4627,30,268,298,16.0,Weekday,holiday
9905,2012-02-22,1,1,2,0,3,1,1,0.52,0.5,0.32,0.3881,43,486,529,17.0,Weekday,holiday
9906,2012-02-22,1,1,2,0,3,1,2,0.48,0.4697,0.41,0.3284,42,483,525,18.0,Weekday,holiday
9907,2012-02-22,1,1,2,0,3,1,2,0.46,0.4545,0.44,0.2836,22,305,327,19.0,Weekday,holiday
9908,2012-02-22,1,1,2,0,3,1,2,0.44,0.4394,0.47,0.194,25,249,274,20.0,Weekday,holiday
9909,2012-02-22,1,1,2,0,3,1,2,0.48,0.4697,0.33,0.2836,19,220,239,21.0,Weekday,holiday
9910,2012-02-22,1,1,2,0,3,1,2,0.44,0.4394,0.47,0.2537,18,129,147,22.0,Weekday,holiday
9911,2012-02-22,1,1,2,0,3,1,2,0.46,0.4545,0.41,0.2836,5,57,62,23.0,Weekday,holiday
9912,2012-02-23,1,1,2,0,4,1,2,0.44,0.4394,0.47,0.2537,12,30,42,0.0,Weekday,holiday
9913,2012-02-23,1,1,2,0,4,1,2,0.44,0.4394,0.58,0.2836,3,12,15,1.0,Weekday,holiday
9914,2012-02-23,1,1,2,0,4,1,2,0.44,0.4394,0.62,0.2239,5,4,9,2.0,Weekday,holiday
9915,2012-02-23,1,1,2,0,4,1,3,0.44,0.4394,0.67,0.194,2,4,6,3.0,Weekday,holiday
9916,2012-02-23,1,1,2,0,4,1,1,0.4,0.4091,0.76,0.2239,0,1,1,4.0,Weekday,holiday
9917,2012-02-23,1,1,2,0,4,1,1,0.4,0.4091,0.76,0.2239,2,30,32,5.0,Weekday,holiday
9918,2012-02-23,1,1,2,0,4,1,1,0.36,0.3485,0.87,0.194,3,88,91,6.0,Weekday,holiday
9919,2012-02-23,1,1,2,0,4,1,1,0.36,0.3485,0.81,0.2239,9,317,326,7.0,Weekday,holiday
9920,2012-02-23,1,1,2,0,4,1,1,0.34,0.3333,0.87,0.194,11,549,560,8.0,Weekday,holiday
9921,2012-02-23,1,1,2,0,4,1,1,0.36,0.3333,0.81,0.2537,14,228,242,9.0,Weekday,holiday
9922,2012-02-23,1,1,2,0,4,1,1,0.42,0.4242,0.67,0.194,41,107,148,10.0,Weekday,holiday
9923,2012-02-23,1,1,2,0,4,1,1,0.48,0.4697,0.48,0.2836,54,128,182,11.0,Weekday,holiday
9924,2012-02-23,1,1,2,0,4,1,1,0.5,0.4848,0.42,0.2537,25,199,224,12.0,Weekday,holiday
9925,2012-02-23,1,1,2,0,4,1,1,0.52,0.5,0.39,0.194,30,188,218,13.0,Weekday,holiday
9926,2012-02-23,1,1,2,0,4,1,1,0.54,0.5152,0.37,0.2537,36,156,192,14.0,Weekday,holiday
9927,2012-02-23,1,1,2,0,4,1,1,0.54,0.5152,0.33,0.1343,46,171,217,15.0,Weekday,holiday
9928,2012-02-23,1,1,2,0,4,1,1,0.56,0.5303,0.32,0.0,45,298,343,16.0,Weekday,holiday
9929,2012-02-23,1,1,2,0,4,1,1,0.54,0.5152,0.32,0.1642,49,561,610,17.0,Weekday,holiday
9930,2012-02-23,1,1,2,0,4,1,1,0.54,0.5152,0.37,0.1343,36,486,522,18.0,Weekday,holiday
9931,2012-02-23,1,1,2,0,4,1,1,0.5,0.4848,0.39,0.0896,20,349,369,19.0,Weekday,holiday
9932,2012-02-23,1,1,2,0,4,1,1,0.46,0.4545,0.44,0.1343,23,246,269,20.0,Weekday,holiday
9933,2012-02-23,1,1,2,0,4,1,1,0.44,0.4394,0.51,0.2239,17,205,222,21.0,Weekday,holiday
9934,2012-02-23,1,1,2,0,4,1,1,0.44,0.4394,0.54,0.2537,19,118,137,22.0,Weekday,holiday
9935,2012-02-23,1,1,2,0,4,1,1,0.44,0.4394,0.54,0.0,14,71,85,23.0,Weekday,holiday
9936,2012-02-24,1,1,2,0,5,1,2,0.44,0.4394,0.58,0.0896,12,34,46,0.0,Weekday,holiday
9937,2012-02-24,1,1,2,0,5,1,1,0.44,0.4394,0.62,0.194,3,15,18,1.0,Weekday,holiday
9938,2012-02-24,1,1,2,0,5,1,3,0.42,0.4242,0.77,0.2836,1,4,5,2.0,Weekday,holiday
9939,2012-02-24,1,1,2,0,5,1,1,0.42,0.4242,0.82,0.1343,0,5,5,3.0,Weekday,holiday
9940,2012-02-24,1,1,2,0,5,1,1,0.4,0.4091,0.87,0.1343,0,2,2,4.0,Weekday,holiday
9941,2012-02-24,1,1,2,0,5,1,2,0.4,0.4091,0.87,0.194,1,25,26,5.0,Weekday,holiday
9942,2012-02-24,1,1,2,0,5,1,2,0.4,0.4091,0.87,0.1642,2,80,82,6.0,Weekday,holiday
9943,2012-02-24,1,1,2,0,5,1,2,0.4,0.4091,0.76,0.2239,7,265,272,7.0,Weekday,holiday
9944,2012-02-24,1,1,2,0,5,1,2,0.38,0.3939,0.76,0.3284,17,452,469,8.0,Weekday,holiday
9945,2012-02-24,1,1,2,0,5,1,3,0.36,0.3333,0.81,0.2537,15,229,244,9.0,Weekday,holiday
9946,2012-02-24,1,1,2,0,5,1,3,0.36,0.3485,0.81,0.1642,22,119,141,10.0,Weekday,holiday
9947,2012-02-24,1,1,2,0,5,1,2,0.36,0.3636,0.81,0.1045,27,136,163,11.0,Weekday,holiday
9948,2012-02-24,1,1,2,0,5,1,2,0.4,0.4091,0.76,0.1343,27,201,228,12.0,Weekday,holiday
9949,2012-02-24,1,1,2,0,5,1,2,0.42,0.4242,0.71,0.1045,30,153,183,13.0,Weekday,holiday
9950,2012-02-24,1,1,2,0,5,1,2,0.46,0.4545,0.67,0.1045,5,26,31,14.0,Weekday,holiday
9951,2012-02-24,1,1,2,0,5,1,3,0.4,0.4091,0.87,0.194,11,83,94,15.0,Weekday,holiday
9952,2012-02-24,1,1,2,0,5,1,3,0.4,0.4091,0.87,0.194,12,166,178,16.0,Weekday,holiday
9953,2012-02-24,1,1,2,0,5,1,3,0.42,0.4242,0.94,0.1045,14,242,256,17.0,Weekday,holiday
9954,2012-02-24,1,1,2,0,5,1,2,0.42,0.4242,0.94,0.0,11,289,300,18.0,Weekday,holiday
9955,2012-02-24,1,1,2,0,5,1,2,0.44,0.4394,0.88,0.1045,6,227,233,19.0,Weekday,holiday
9956,2012-02-24,1,1,2,0,5,1,1,0.44,0.4394,0.62,0.4179,8,159,167,20.0,Weekday,holiday
9957,2012-02-24,1,1,2,0,5,1,1,0.42,0.4242,0.35,0.806,1,151,152,21.0,Weekday,holiday
9958,2012-02-24,1,1,2,0,5,1,1,0.4,0.4091,0.37,0.5821,4,102,106,22.0,Weekday,holiday
9959,2012-02-24,1,1,2,0,5,1,1,0.38,0.3939,0.37,0.6866,10,76,86,23.0,Weekday,holiday
9960,2012-02-25,1,1,2,0,6,0,1,0.36,0.3333,0.43,0.3881,5,56,61,0.0,Weekday,holiday
9961,2012-02-25,1,1,2,0,6,0,1,0.34,0.303,0.42,0.3582,4,42,46,1.0,Weekday,holiday
9962,2012-02-25,1,1,2,0,6,0,1,0.32,0.303,0.45,0.2537,1,37,38,2.0,Weekday,holiday
9963,2012-02-25,1,1,2,0,6,0,1,0.3,0.2727,0.45,0.2985,0,7,7,3.0,Weekday,holiday
9964,2012-02-25,1,1,2,0,6,0,1,0.3,0.2727,0.42,0.3284,0,2,2,4.0,Weekday,holiday
9965,2012-02-25,1,1,2,0,6,0,2,0.3,0.2727,0.42,0.2985,0,3,3,5.0,Weekday,holiday
9966,2012-02-25,1,1,2,0,6,0,2,0.3,0.2727,0.42,0.2985,1,12,13,6.0,Weekday,holiday
9967,2012-02-25,1,1,2,0,6,0,1,0.28,0.2424,0.45,0.4478,3,20,23,7.0,Weekday,holiday
9968,2012-02-25,1,1,2,0,6,0,1,0.26,0.2273,0.48,0.2985,3,90,93,8.0,Weekday,holiday
9969,2012-02-25,1,1,2,0,6,0,3,0.22,0.197,0.75,0.3284,15,107,122,9.0,Weekday,holiday
9970,2012-02-25,1,1,2,0,6,0,1,0.26,0.2273,0.6,0.3582,24,159,183,10.0,Weekday,holiday
9971,2012-02-25,1,1,2,0,6,0,1,0.3,0.2576,0.39,0.6119,23,187,210,11.0,Weekday,holiday
9972,2012-02-25,1,1,2,0,6,0,1,0.32,0.2727,0.29,0.6567,41,217,258,12.0,Weekday,holiday
9973,2012-02-25,1,1,2,0,6,0,1,0.32,0.2879,0.31,0.4925,48,178,226,13.0,Weekday,holiday
9974,2012-02-25,1,1,2,0,6,0,1,0.32,0.2727,0.29,0.5522,35,181,216,14.0,Weekday,holiday
9975,2012-02-25,1,1,2,0,6,0,1,0.32,0.2879,0.29,0.4179,21,211,232,15.0,Weekday,holiday
9976,2012-02-25,1,1,2,0,6,0,1,0.32,0.2727,0.26,0.5821,32,163,195,16.0,Weekday,holiday
9977,2012-02-25,1,1,2,0,6,0,1,0.3,0.2727,0.33,0.3582,16,143,159,17.0,Weekday,holiday
9978,2012-02-25,1,1,2,0,6,0,1,0.3,0.2576,0.28,0.5821,7,126,133,18.0,Weekday,holiday
9979,2012-02-25,1,1,2,0,6,0,1,0.26,0.2121,0.33,0.4478,12,137,149,19.0,Weekday,holiday
9980,2012-02-25,1,1,2,0,6,0,1,0.26,0.2121,0.3,0.5522,10,95,105,20.0,Weekday,holiday
9981,2012-02-25,1,1,2,0,6,0,1,0.24,0.2121,0.35,0.3284,5,80,85,21.0,Weekday,holiday
9982,2012-02-25,1,1,2,0,6,0,1,0.24,0.197,0.38,0.4627,4,78,82,22.0,Weekday,holiday
9983,2012-02-25,1,1,2,0,6,0,1,0.24,0.197,0.41,0.4179,7,84,91,23.0,Weekday,holiday
9984,2012-02-26,1,1,2,0,0,0,1,0.24,0.2121,0.41,0.3582,7,63,70,0.0,Weekday,holiday
9985,2012-02-26,1,1,2,0,0,0,1,0.24,0.2121,0.44,0.3284,5,50,55,1.0,Weekday,holiday
9986,2012-02-26,1,1,2,0,0,0,1,0.24,0.2121,0.44,0.3284,5,37,42,2.0,Weekday,holiday
9987,2012-02-26,1,1,2,0,0,0,1,0.24,0.2273,0.41,0.194,0,21,21,3.0,Weekday,holiday
9988,2012-02-26,1,1,2,0,0,0,1,0.24,0.2273,0.41,0.194,1,5,6,4.0,Weekday,holiday
9989,2012-02-26,1,1,2,0,0,0,1,0.22,0.2121,0.44,0.2239,0,5,5,5.0,Weekday,holiday
9990,2012-02-26,1,1,2,0,0,0,1,0.22,0.197,0.44,0.3284,0,2,2,6.0,Weekday,holiday
9991,2012-02-26,1,1,2,0,0,0,1,0.2,0.1818,0.51,0.2985,2,20,22,7.0,Weekday,holiday
9992,2012-02-26,1,1,2,0,0,0,1,0.2,0.197,0.51,0.2537,2,57,59,8.0,Weekday,holiday
9993,2012-02-26,1,1,2,0,0,0,1,0.22,0.2121,0.47,0.2239,11,76,87,9.0,Weekday,holiday
9994,2012-02-26,1,1,2,0,0,0,1,0.26,0.2576,0.41,0.1642,27,161,188,10.0,Weekday,holiday
9995,2012-02-26,1,1,2,0,0,0,1,0.28,0.2576,0.41,0.2836,43,184,227,11.0,Weekday,holiday
9996,2012-02-26,1,1,2,0,0,0,1,0.3,0.303,0.39,0.1343,49,256,305,12.0,Weekday,holiday
9997,2012-02-26,1,1,2,0,0,0,1,0.32,0.3333,0.36,0.0,58,267,325,13.0,Weekday,holiday
9998,2012-02-26,1,1,2,0,0,0,1,0.34,0.3485,0.31,0.0,68,263,331,14.0,Weekday,holiday
9999,2012-02-26,1,1,2,0,0,0,1,0.36,0.3485,0.29,0.0,72,281,353,15.0,Weekday,holiday
10000,2012-02-26,1,1,2,0,0,0,1,0.36,0.3333,0.32,0.2537,64,275,339,16.0,Weekday,holiday
10001,2012-02-26,1,1,2,0,0,0,1,0.36,0.3485,0.32,0.2239,46,241,287,17.0,Weekday,holiday
10002,2012-02-26,1,1,2,0,0,0,1,0.34,0.3182,0.36,0.2836,17,199,216,18.0,Weekday,holiday
10003,2012-02-26,1,1,2,0,0,0,1,0.34,0.3333,0.34,0.1642,13,130,143,19.0,Weekday,holiday
10004,2012-02-26,1,1,2,0,0,0,1,0.32,0.3182,0.42,0.1642,9,79,88,20.0,Weekday,holiday
10005,2012-02-26,1,1,2,0,0,0,1,0.3,0.303,0.45,0.1343,8,75,83,21.0,Weekday,holiday
10006,2012-02-26,1,1,2,0,0,0,1,0.3,0.2879,0.42,0.2239,3,68,71,22.0,Weekday,holiday
